0.000000000000000000e+00,2.280000000000000249e+00
4.001000250062516068e-07,2.280000000000000249e+00
8.002000500125032135e-07,1.959999999999999964e+00
1.200300075018754714e-06,-2.280156250000000107e+00
1.600400100025006427e-06,2.280000000000000249e+00
2.000500125031258140e-06,-2.280156250000000107e+00
2.400600150037509429e-06,-2.240156250000000071e+00
2.800700175043761141e-06,2.280000000000000249e+00
3.200800200050012854e-06,-2.280156250000000107e+00
3.600900225056264567e-06,2.080000000000000071e+00
4.001000250062516279e-06,2.080000000000000071e+00
4.401100275068767569e-06,-2.280156250000000107e+00
4.801200300075018858e-06,2.280000000000000249e+00
5.201300325081270994e-06,-2.280156250000000107e+00
5.601400350087522283e-06,2.280000000000000249e+00
6.001500375093774419e-06,-1.720156250000000053e+00
6.401600400100025708e-06,-2.280156250000000107e+00
6.801700425106276997e-06,2.320000000000000284e+00
7.201800450112529134e-06,2.040000000000000036e+00
7.601900475118780423e-06,-2.280156250000000107e+00
8.002000500125032559e-06,2.280000000000000249e+00
8.402100525131283001e-06,-2.280156250000000107e+00
8.802200550137535137e-06,-1.680156250000000018e+00
9.202300575143787273e-06,2.280000000000000249e+00
9.602400600150037715e-06,-2.320156250000000142e+00
1.000250062515628985e-05,2.280000000000000249e+00
1.040260065016254199e-05,-2.280156250000000107e+00
1.080270067516879412e-05,2.280000000000000249e+00
1.120280070017504457e-05,1.719999999999999973e+00
1.160290072518129670e-05,-2.280156250000000107e+00
1.200300075018754884e-05,2.320000000000000284e+00
1.240310077519379928e-05,-2.280156250000000107e+00
1.280320080020005142e-05,-1.440156250000000027e+00
1.320330082520630355e-05,2.320000000000000284e+00
1.360340085021255399e-05,-2.280156250000000107e+00
1.400350087521880613e-05,2.280000000000000249e+00
1.440360090022505827e-05,2.240000000000000213e+00
1.480370092523130871e-05,-2.280156250000000107e+00
1.520380095023756085e-05,2.200000000000000178e+00
1.560390097524381298e-05,-2.280156250000000107e+00
1.600400100025006512e-05,-2.280156250000000107e+00
1.640410102525631725e-05,2.280000000000000249e+00
1.680420105026256600e-05,-2.280156250000000107e+00
1.720430107526881814e-05,2.280000000000000249e+00
1.760440110027507027e-05,-2.280156250000000107e+00
1.800450112528132241e-05,2.280000000000000249e+00
1.840460115028757455e-05,1.880000000000000115e+00
1.880470117529382668e-05,-2.280156250000000107e+00
1.920480120030007543e-05,2.280000000000000249e+00
1.960490122530632757e-05,-2.280156250000000107e+00
2.000500125031257970e-05,-1.840156249999999938e+00
2.040510127531883184e-05,2.280000000000000249e+00
2.080520130032508398e-05,-2.280156250000000107e+00
2.120530132533133611e-05,2.280000000000000249e+00
2.160540135033758825e-05,-2.280156250000000107e+00
2.200550137534383700e-05,2.280000000000000249e+00
2.240560140035008913e-05,2.240000000000000213e+00
2.280570142535634127e-05,-2.280156250000000107e+00
2.320580145036259340e-05,2.280000000000000249e+00
2.360590147536884554e-05,-2.280156250000000107e+00
2.400600150037509768e-05,-1.280156249999999885e+00
2.440610152538134642e-05,2.280000000000000249e+00
2.480620155038759856e-05,-2.280156250000000107e+00
2.520630157539385070e-05,2.280000000000000249e+00
2.560640160040010283e-05,-2.280156250000000107e+00
2.600650162540635497e-05,2.240000000000000213e+00
2.640660165041260711e-05,2.240000000000000213e+00
2.680670167541885924e-05,-2.280156250000000107e+00
2.720680170042510799e-05,2.280000000000000249e+00
2.760690172543136013e-05,-2.280156250000000107e+00
2.800700175043761226e-05,-2.080156249999999929e+00
2.840710177544386440e-05,2.320000000000000284e+00
2.880720180045011653e-05,-2.280156250000000107e+00
2.920730182545636867e-05,2.320000000000000284e+00
2.960740185046261742e-05,2.080000000000000071e+00
3.000750187546886955e-05,-2.280156250000000107e+00
3.040760190047512169e-05,1.880000000000000115e+00
3.080770192548137383e-05,-2.280156250000000107e+00
3.120780195048762596e-05,2.280000000000000249e+00
3.160790197549387810e-05,-2.280156250000000107e+00
3.200800200050013024e-05,-2.280156250000000107e+00
3.240810202550638237e-05,2.280000000000000249e+00
3.280820205051263451e-05,-2.280156250000000107e+00
3.320830207551888664e-05,2.280000000000000249e+00
3.360840210052513200e-05,-2.280156250000000107e+00
3.400850212553138414e-05,2.240000000000000213e+00
3.440860215053763628e-05,2.240000000000000213e+00
3.480870217554388841e-05,-2.280156250000000107e+00
3.520880220055014055e-05,2.280000000000000249e+00
3.560890222555639268e-05,-2.280156250000000107e+00
3.600900225056264482e-05,2.280000000000000249e+00
3.640910227556889696e-05,-2.280156250000000107e+00
3.680920230057514909e-05,-2.120156249999999964e+00
3.720930232558140123e-05,2.280000000000000249e+00
3.760940235058765337e-05,-1.920156250000000009e+00
3.800950237559390550e-05,2.280000000000000249e+00
3.840960240060015086e-05,2.120000000000000107e+00
3.880970242560640300e-05,-2.280156250000000107e+00
3.920980245061265513e-05,2.280000000000000249e+00
3.960990247561890727e-05,-2.280156250000000107e+00
4.001000250062515941e-05,2.280000000000000249e+00
4.041010252563141154e-05,-2.080156249999999929e+00
4.081020255063766368e-05,-2.120156249999999964e+00
4.121030257564391581e-05,2.280000000000000249e+00
4.161040260065016795e-05,-2.280156250000000107e+00
4.201050262565642009e-05,2.280000000000000249e+00
